"siteID","plotID","open_water_pct","developed_open_pct","developed_low_pct","developed_medium_pct","developed_high_pct","deciduous_forest_pct","evergreen_forest_pct","mixed_forest_pct","shrub_pct","grassland_pct","pasture_pct","cultivated_crops_pct","woody_wetland_pct","emergent_wetland_pct","pct_dominant","lc_dominant"
"KONZ","KONZ_002",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"DELA","DELA_001",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"DELA","DELA_004",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"DELA","DELA_008",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"UKFS","UKFS_001",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"UKFS","UKFS_030",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"pasture_pct"
"UKFS","UKFS_002",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"UKFS","UKFS_003",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"UKFS","UKFS_004",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"UKFS","UKFS_018",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"pasture_pct"
"KONZ","KONZ_007",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"KONZ","KONZ_001",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"KONZ","KONZ_009",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"TALL","TALL_001",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"TALL","TALL_002",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"mixed_forest_pct"
"TALL","TALL_008",0,0,0,0,0,0.444444444444444,0,0,0,0.555555555555556,0,0,0,0,0.555555555555556,"grassland_pct"
"TALL","TALL_016",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"evergreen_forest_pct"
"OSBS","OSBS_002",0,0,0,0,0,0,0.777777777777778,0,0.222222222222222,0,0,0,0,0,0.777777777777778,"evergreen_forest_pct"
"DELA","DELA_011",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"TALL","TALL_003",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"shrub_pct"
"OSBS","OSBS_004",0,0,0,0,0,0,0.444444444444444,0,0.333333333333333,0,0.222222222222222,0,0,0,0.444444444444444,"evergreen_forest_pct"
"TREE","TREE_017",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"mixed_forest_pct"
"TREE","TREE_005",0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.666666666666667,"woody_wetland_pct"
"TREE","TREE_022",0,0,0,0,0,0,0.333333333333333,0.166666666666667,0,0,0,0,0.5,0,0.5,"woody_wetland_pct"
"TREE","TREE_007",0,0,0,0,0,0.833333333333333,0,0.166666666666667,0,0,0,0,0,0,0.833333333333333,"deciduous_forest_pct"
"TREE","TREE_019",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"mixed_forest_pct"
"TREE","TREE_015",0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0.75,"evergreen_forest_pct"
"STEI","STEI_001",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"STEI","STEI_002",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"STEI","STEI_005",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"UNDE","UNDE_011",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"STEI","STEI_003",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"STEI","STEI_023",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"STEI","STEI_029",0,0,0,0,0,0,0,0.25,0,0,0,0,0.75,0,0.75,"woody_wetland_pct"
"KONA","KONA_021",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"cultivated_crops_pct"
"KONZ","KONZ_004",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"OAES","OAES_008",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"OAES","OAES_007",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"OAES","OAES_021",0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,"mixed_forest_pct"
"DELA","DELA_005",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"DELA","DELA_014",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"HARV","HARV_002",0,0,0,0,0,0.222222222222222,0,0.777777777777778,0,0,0,0,0,0,0.777777777777778,"mixed_forest_pct"
"HARV","HARV_006",0,0,0,0,0,0.833333333333333,0,0.166666666666667,0,0,0,0,0,0,0.833333333333333,"deciduous_forest_pct"
"HARV","HARV_001",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"mixed_forest_pct"
"HARV","HARV_022",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"evergreen_forest_pct"
"HARV","HARV_026",0,0,0,0,0,0,0.555555555555556,0.444444444444444,0,0,0,0,0,0,0.555555555555556,"evergreen_forest_pct"
"HARV","HARV_004",0,0,0,0,0,0.888888888888889,0,0.111111111111111,0,0,0,0,0,0,0.888888888888889,"deciduous_forest_pct"
"CLBJ","CLBJ_032",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"LENO","LENO_015",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"LENO","LENO_002",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"MLBS","MLBS_004",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"MLBS","MLBS_002",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"LENO","LENO_003",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"BLAN","BLAN_004",0,0,0,0,0,0.222222222222222,0,0,0,0,0.777777777777778,0,0,0,0.777777777777778,"pasture_pct"
"OAES","OAES_004",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"CLBJ","CLBJ_043",0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,"deciduous_forest_pct"
"CLBJ","CLBJ_036",0,0,0.166666666666667,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0.833333333333333,"grassland_pct"
"CLBJ","CLBJ_034",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"LENO","LENO_004",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"OAES","OAES_005",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"UNDE","UNDE_013",0,0,0,0,0,0.5,0,0.25,0,0,0,0,0.25,0,0.5,"deciduous_forest_pct"
"UNDE","UNDE_019",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"TALL","TALL_006",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"evergreen_forest_pct"
"UNDE","UNDE_002",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"OSBS","OSBS_063",0,0,0,0,0,0,0.777777777777778,0,0.111111111111111,0,0.111111111111111,0,0,0,0.777777777777778,"evergreen_forest_pct"
"OAES","OAES_003",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"OSBS","OSBS_005",0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.222222222222222,0.111111111111111,0.666666666666667,"evergreen_forest_pct"
"SCBI","SCBI_005",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"SCBI","SCBI_039",0,0,0,0,0,0.555555555555556,0,0,0,0,0.444444444444444,0,0,0,0.555555555555556,"deciduous_forest_pct"
"OSBS","OSBS_003",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"evergreen_forest_pct"
"OSBS","OSBS_022",0,0,0,0,0,0,0.222222222222222,0,0,0,0,0,0.333333333333333,0.444444444444444,0.444444444444444,"emergent_wetland_pct"
"CLBJ","CLBJ_033",0,0,0,0,0,0.166666666666667,0,0,0,0.833333333333333,0,0,0,0,0.833333333333333,"grassland_pct"
"LENO","LENO_023",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"HARV","HARV_020",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"UNDE","UNDE_999",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"KONA","KONA_002",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"cultivated_crops_pct"
"KONA","KONA_003",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"cultivated_crops_pct"
"KONA","KONA_004",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"cultivated_crops_pct"
"LENO","LENO_042",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"BLAN","BLAN_002",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"pasture_pct"
"DELA","DELA_016",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"evergreen_forest_pct"
"UNDE","UNDE_003",0,0,0,0,0,0,0,0.25,0,0,0,0,0.75,0,0.75,"woody_wetland_pct"
"CLBJ","CLBJ_040",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"grassland_pct"
"DELA","DELA_007",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"woody_wetland_pct"
"ORNL","ORNL_006",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"deciduous_forest_pct"
"KONA","KONA_019",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"cultivated_crops_pct"
"KONA","KONA_024",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"cultivated_crops_pct"
"UNDE","UNDE_062",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"mixed_forest_pct"
