"siteID","date","lai_mean","lai_median","lai_sd","n_pixels"
"GREN",2020-02-02,0.3,0.3,0,1
"GREN",2020-02-10,0.5,0.5,0,1
"GREN",2020-02-18,0.6,0.6,0,1
"GREN",2020-02-26,0.9,0.9,0,1
"GREN",2020-03-05,0.5,0.5,0,1
"GREN",2020-03-13,0.7,0.7,0,1
"GREN",2020-03-21,0.8,0.8,0,1
"GREN",2020-03-29,0.9,0.9,0,1
"GREN",2020-04-06,0.7,0.7,0,1
"GREN",2020-04-14,0.8,0.8,0,1
"GREN",2020-04-22,0.5,0.5,0,1
"GREN",2020-04-30,0.9,0.9,0,1
"GREN",2020-05-08,1.4,1.4,0,1
"GREN",2020-05-16,2.5,2.5,0,1
"GREN",2020-05-24,5,5,0,1
"GREN",2020-06-01,5.7,5.7,0,1
"GREN",2020-06-09,6.7,6.7,0,1
"GREN",2020-06-17,5.9,5.9,0,1
"GREN",2020-06-25,6.2,6.2,0,1
"GREN",2020-07-03,5.6,5.6,0,1
"GREN",2020-07-11,6.1,6.1,0,1
"GREN",2020-07-19,6,6,0,1
"GREN",2020-07-27,5.3,5.3,0,1
"GREN",2020-08-04,7,7,0,1
"GREN",2020-08-12,5.3,5.3,0,1
"GREN",2020-08-20,6.2,6.2,0,1
"GREN",2020-08-28,1.2,1.2,0,1
"GREN",2020-09-05,4.2,4.2,0,1
"GREN",2020-09-13,4.6,4.6,0,1
"GREN",2020-09-21,4.9,4.9,0,1
"GREN",2020-09-29,2.3,2.3,0,1
"GREN",2020-10-07,4.3,4.3,0,1
"GREN",2020-10-15,1.3,1.3,0,1
"GREN",2020-10-23,0.1,0.1,0,1
"GREN",2020-10-31,0.9,0.9,0,1
"GREN",2020-11-08,0.7,0.7,0,1
"GREN",2020-11-16,0.5,0.5,0,1
"GREN",2020-11-24,0.8,0.8,0,1
"GREN",2020-12-02,0.5,0.5,0,1
"GREN",2020-12-10,0.5,0.5,0,1
"GREN",2020-12-18,0,0,0,1
"GREN",2020-12-26,0.6,0.6,0,1
"GREN",2021-01-01,0.3,0.3,0,1
"GREN",2021-01-09,0.1,0.1,0,1
"GREN",2021-01-17,0.6,0.6,0,1
"GREN",2021-01-25,0.3,0.3,0,1
"GREN",2021-02-02,0.1,0.1,0,1
"GREN",2021-02-10,0,0,0,1
"GREN",2021-02-18,0.1,0.1,0,1
"GREN",2021-02-26,0.3,0.3,0,1
"GREN",2021-03-06,0.8,0.8,0,1
"GREN",2021-03-14,0.9,0.9,0,1
"GREN",2021-03-22,0.9,0.9,0,1
"GREN",2021-03-30,0.9,0.9,0,1
"GREN",2021-04-07,0.9,0.9,0,1
"GREN",2021-04-15,1.1,1.1,0,1
"GREN",2021-04-23,1,1,0,1
"GREN",2021-05-01,1.3,1.3,0,1
"GREN",2021-05-09,2.6,2.6,0,1
"GREN",2021-05-17,5.1,5.1,0,1
"GREN",2021-05-25,5.9,5.9,0,1
"GREN",2021-06-02,5.6,5.6,0,1
"GREN",2021-06-10,5.9,5.9,0,1
"GREN",2021-06-18,5.5,5.5,0,1
"GREN",2021-06-26,5.8,5.8,0,1
"GREN",2021-07-04,5.1,5.1,0,1
"GREN",2021-07-12,5.6,5.6,0,1
"GREN",2021-07-20,1.7,1.7,0,1
"GREN",2021-07-28,5.8,5.8,0,1
"GREN",2021-08-05,5.2,5.2,0,1
"GREN",2021-08-13,1.4,1.4,0,1
"GREN",2021-08-21,4.5,4.5,0,1
"GREN",2021-08-29,4.7,4.7,0,1
"GREN",2021-09-06,4.5,4.5,0,1
"GREN",2021-09-14,4.8,4.8,0,1
"GREN",2021-09-22,4.7,4.7,0,1
"GREN",2021-09-30,1.1,1.1,0,1
"GREN",2021-10-08,2.6,2.6,0,1
"GREN",2021-10-16,1.4,1.4,0,1
"GREN",2021-10-24,1.1,1.1,0,1
"GREN",2021-11-01,1,1,0,1
"GREN",2021-11-09,0.9,0.9,0,1
"GREN",2021-11-17,0.6,0.6,0,1
"GREN",2021-11-25,0.5,0.5,0,1
"GREN",2021-12-03,0.1,0.1,0,1
"GREN",2021-12-11,0.5,0.5,0,1
"GREN",2021-12-19,0.5,0.5,0,1
"GREN",2021-12-27,0,0,0,1
"GREN",2022-01-01,0.5,0.5,0,1
"GREN",2022-01-09,0.4,0.4,0,1
"GREN",2022-01-17,0.3,0.3,0,1
"GREN",2022-01-25,0.3,0.3,0,1
"GREN",2022-02-02,0.4,0.4,0,1
"GREN",2022-02-10,0.6,0.6,0,1
"GREN",2022-02-18,0.6,0.6,0,1
"GREN",2022-02-26,0.3,0.3,0,1
"GREN",2022-03-06,0.3,0.3,0,1
"GREN",2022-03-14,0.8,0.8,0,1
"GREN",2022-03-22,0.6,0.6,0,1
"GREN",2022-03-30,0.6,0.6,0,1
"GREN",2022-04-07,0.7,0.7,0,1
"GREN",2022-04-15,0.9,0.9,0,1
"GREN",2022-04-23,1,1,0,1
"GREN",2022-05-01,1,1,0,1
"GREN",2022-05-09,2.1,2.1,0,1
"GREN",2022-05-17,5.9,5.9,0,1
"GREN",2022-05-25,5.9,5.9,0,1
"GREN",2022-06-02,5.5,5.5,0,1
"GREN",2022-06-10,5.8,5.8,0,1
"GREN",2022-06-18,6.3,6.3,0,1
"GREN",2022-06-26,4.7,4.7,0,1
"GREN",2022-07-04,5.8,5.8,0,1
"GREN",2022-07-12,4.8,4.8,0,1
"GREN",2022-07-20,5.6,5.6,0,1
"GREN",2022-07-28,5.8,5.8,0,1
"GREN",2022-08-05,1.8,1.8,0,1
"GREN",2022-08-13,5.7,5.7,0,1
"GREN",2022-08-21,4.2,4.2,0,1
"GREN",2022-08-29,5.6,5.6,0,1
"GREN",2022-09-06,5.2,5.2,0,1
"GREN",2022-09-14,4.9,4.9,0,1
"GREN",2022-09-22,5,5,0,1
"GREN",2022-09-30,4.1,4.1,0,1
"GREN",2022-10-08,4.7,4.7,0,1
"GREN",2022-10-24,0.9,0.9,0,1
"GREN",2022-11-01,0.8,0.8,0,1
"GREN",2022-11-09,0.5,0.5,0,1
"GREN",2022-11-17,0.7,0.7,0,1
"GREN",2022-11-25,0.5,0.5,0,1
"GREN",2022-12-03,0.5,0.5,0,1
"GREN",2022-12-11,0.5,0.5,0,1
"GREN",2022-12-19,0.5,0.5,0,1
"GREN",2022-12-27,0.3,0.3,0,1
"GREN",2023-01-01,0.5,0.5,0,1
"GREN",2023-01-09,0.5,0.5,0,1
"GREN",2023-01-17,0.1,0.1,0,1
"GREN",2023-01-25,1,1,0,1
"GREN",2023-02-02,0.5,0.5,0,1
"GREN",2023-02-10,0.5,0.5,0,1
"GREN",2023-02-18,0.5,0.5,0,1
"GREN",2023-02-26,0.5,0.5,0,1
"GREN",2023-03-06,0.5,0.5,0,1
"GREN",2023-03-14,0.8,0.8,0,1
"GREN",2023-03-22,0.7,0.7,0,1
"GREN",2023-03-30,0.9,0.9,0,1
"GREN",2023-04-07,0.9,0.9,0,1
"GREN",2023-04-15,1.1,1.1,0,1
"GREN",2023-04-23,1.1,1.1,0,1
"GREN",2023-05-01,2.2,2.2,0,1
"GREN",2023-05-09,4.3,4.3,0,1
"GREN",2023-05-17,5.1,5.1,0,1
"GREN",2023-05-25,6.8,6.8,0,1
"GREN",2023-06-02,5.5,5.5,0,1
"GREN",2023-06-10,1.6,1.6,0,1
"GREN",2023-06-18,2.7,2.7,0,1
"GREN",2023-06-26,2.6,2.6,0,1
"GREN",2023-07-04,2.1,2.1,0,1
"GREN",2023-07-12,4.4,4.4,0,1
"GREN",2023-07-20,5.8,5.8,0,1
"GREN",2023-07-28,4.8,4.8,0,1
"GREN",2023-08-05,5.1,5.1,0,1
"GREN",2023-08-13,5,5,0,1
"GREN",2023-08-21,4.7,4.7,0,1
"GREN",2023-08-29,5.5,5.5,0,1
"GREN",2023-09-06,5.2,5.2,0,1
"GREN",2023-09-14,4.7,4.7,0,1
"GREN",2023-09-22,2.1,2.1,0,1
"GREN",2023-09-30,2.6,2.6,0,1
"GREN",2023-10-08,1.9,1.9,0,1
"GREN",2023-10-16,1.1,1.1,0,1
"GREN",2023-10-24,0.9,0.9,0,1
"GREN",2023-11-01,0.9,0.9,0,1
"GREN",2023-11-09,0.7,0.7,0,1
"GREN",2023-11-17,0.5,0.5,0,1
"GREN",2023-11-25,0.5,0.5,0,1
"GREN",2023-12-03,0.5,0.5,0,1
"GREN",2023-12-11,0.5,0.5,0,1
"GREN",2023-12-19,0.5,0.5,0,1
"GREN",2023-12-27,0.1,0.1,0,1
"GREN",2024-01-01,0.6,0.6,0,1
"GREN",2024-01-09,0.6,0.6,0,1
"GREN",2024-01-17,0.4,0.4,0,1
"GREN",2024-01-25,0,0,0,1
"GREN",2024-02-02,0.6,0.6,0,1
"GREN",2024-02-10,0.1,0.1,0,1
"GREN",2024-02-18,0.5,0.5,0,1
"GREN",2024-02-26,0.5,0.5,0,1
"GREN",2024-03-05,0.7,0.7,0,1
"GREN",2024-03-13,0.6,0.6,0,1
"GREN",2024-03-21,0.8,0.8,0,1
"GREN",2024-03-29,0.8,0.8,0,1
"GREN",2024-04-06,0.8,0.8,0,1
"GREN",2024-04-14,0.9,0.9,0,1
"GREN",2024-04-22,1,1,0,1
"GREN",2024-04-30,1.3,1.3,0,1
"GREN",2024-05-08,4.3,4.3,0,1
"GREN",2024-05-16,4.5,4.5,0,1
"GREN",2024-05-24,4.1,4.1,0,1
"GREN",2024-06-01,4.5,4.5,0,1
"GREN",2024-06-09,1.8,1.8,0,1
"GREN",2024-06-17,2.3,2.3,0,1
"GREN",2024-06-25,2.1,2.1,0,1
"GREN",2024-07-03,4.5,4.5,0,1
"GREN",2024-07-11,1.6,1.6,0,1
"GREN",2024-07-19,1.6,1.6,0,1
"GREN",2024-07-27,4.8,4.8,0,1
"GREN",2024-08-04,4.8,4.8,0,1
"GREN",2024-08-12,4.4,4.4,0,1
"GREN",2024-08-20,2.9,2.9,0,1
"GREN",2024-08-28,4.4,4.4,0,1
"GREN",2024-09-05,2.1,2.1,0,1
"GREN",2024-09-13,2,2,0,1
"GREN",2024-09-21,1.3,1.3,0,1
"GREN",2024-09-29,1.3,1.3,0,1
"GREN",2024-10-07,1.2,1.2,0,1
"GREN",2024-10-15,0.9,0.9,0,1
"GREN",2024-10-23,0.7,0.7,0,1
"GREN",2024-10-31,0.8,0.8,0,1
"GREN",2024-11-08,0.6,0.6,0,1
"GREN",2024-11-16,0.5,0.5,0,1
"GREN",2024-11-24,0.5,0.5,0,1
"GREN",2024-12-02,0.5,0.5,0,1
"GREN",2024-12-10,0.6,0.6,0,1
"GREN",2024-12-18,0.4,0.4,0,1
"GREN",2024-12-26,0.6,0.6,0,1
"GREN",2025-01-01,0.3,0.3,0,1
"GREN",2025-01-09,0.1,0.1,0,1
"GREN",2025-01-17,0.3,0.3,0,1
"GREN",2025-01-25,0.5,0.5,0,1
"GREN",2025-02-02,0.3,0.3,0,1
"GREN",2025-02-10,0.3,0.3,0,1
"GREN",2025-02-18,0.3,0.3,0,1
"GREN",2025-02-26,0.5,0.5,0,1
"GREN",2025-03-06,0.5,0.5,0,1
"GREN",2025-03-14,0.6,0.6,0,1
"GREN",2025-03-22,0.7,0.7,0,1
"GREN",2025-03-30,0.6,0.6,0,1
"GREN",2025-04-07,0.7,0.7,0,1
"GREN",2025-04-15,0.7,0.7,0,1
"GREN",2025-04-23,1.2,1.2,0,1
"GREN",2025-05-01,2.2,2.2,0,1
"GREN",2025-05-09,2.3,2.3,0,1
"GREN",2025-05-17,4.7,4.7,0,1
"GREN",2025-05-25,3,3,0,1
"GREN",2025-06-02,5,5,0,1
"GREN",2025-06-10,5.2,5.2,0,1
"GREN",2025-06-18,4.3,4.3,0,1
"GREN",2025-06-26,6.4,6.4,0,1
"GREN",2025-07-04,5.7,5.7,0,1
"GREN",2025-07-12,4.2,4.2,0,1
"GREN",2025-07-20,4.7,4.7,0,1
"GREN",2025-07-28,4.7,4.7,0,1
"GREN",2025-08-05,4.4,4.4,0,1
"GREN",2025-08-13,4.6,4.6,0,1
"GREN",2025-08-21,0.9,0.9,0,1
"GREN",2025-08-29,2.7,2.7,0,1
"GREN",2025-09-06,4.2,4.2,0,1
"GREN",2025-09-14,4.3,4.3,0,1
"GREN",2025-09-22,1.9,1.9,0,1
"GREN",2025-09-30,1.7,1.7,0,1
"GREN",2025-10-08,1.2,1.2,0,1
"GREN",2025-10-16,1.1,1.1,0,1
"GREN",2025-10-24,0.8,0.8,0,1
"GREN",2025-11-01,0.7,0.7,0,1
"GREN",2025-11-09,0.8,0.8,0,1
"GREN",2025-11-17,0.6,0.6,0,1
"GREN",2025-11-25,0.5,0.5,0,1
"GREN",2025-12-03,0.3,0.3,0,1
"GREN",2025-12-11,0.1,0.1,0,1
"GREN",2025-12-19,0.9,0.9,0,1
"GREN",2025-12-27,1,1,0,1
"HNRY",2015-12-27,0.6,0.6,0,1
"HNRY",2016-01-01,0.6,0.6,0,1
"HNRY",2016-01-09,0.6,0.6,0,1
"HNRY",2016-01-17,0.6,0.6,0,1
"HNRY",2016-01-25,0.5,0.5,0,1
"HNRY",2016-02-02,0.5,0.5,0,1
"HNRY",2016-02-10,0.4,0.4,0,1
"HNRY",2016-02-26,0.5,0.5,0,1
"HNRY",2016-03-05,0.7,0.7,0,1
"HNRY",2016-03-13,0.9,0.9,0,1
"HNRY",2016-03-21,0.8,0.8,0,1
"HNRY",2016-03-29,0.8,0.8,0,1
"HNRY",2016-04-06,0.6,0.6,0,1
"HNRY",2016-04-14,0.9,0.9,0,1
"HNRY",2016-04-22,1,1,0,1
"HNRY",2016-04-30,1.4,1.4,0,1
"HNRY",2016-05-08,1.7,1.7,0,1
"HNRY",2016-05-16,5,5,0,1
"HNRY",2016-05-24,4.8,4.8,0,1
"HNRY",2016-06-01,5.5,5.5,0,1
"HNRY",2016-06-09,5.6,5.6,0,1
"HNRY",2016-06-17,5.9,5.9,0,1
"HNRY",2016-06-25,5.3,5.3,0,1
"HNRY",2016-07-03,7,7,0,1
"HNRY",2016-07-11,5.7,5.7,0,1
"HNRY",2016-07-19,5.6,5.6,0,1
"HNRY",2016-07-27,6.2,6.2,0,1
"HNRY",2016-08-04,5.4,5.4,0,1
"HNRY",2016-08-12,6.3,6.3,0,1
"HNRY",2016-08-20,5.4,5.4,0,1
"HNRY",2016-08-28,5.7,5.7,0,1
"HNRY",2016-09-05,6.1,6.1,0,1
"HNRY",2016-09-13,4.7,4.7,0,1
"HNRY",2016-09-21,4.9,4.9,0,1
"HNRY",2016-09-29,4.3,4.3,0,1
"HNRY",2016-10-07,4.4,4.4,0,1
"HNRY",2016-10-15,1.4,1.4,0,1
"HNRY",2016-10-23,1,1,0,1
"HNRY",2016-10-31,0.8,0.8,0,1
"HNRY",2016-11-08,0.7,0.7,0,1
"HNRY",2016-11-16,0.7,0.7,0,1
"HNRY",2016-11-24,0.5,0.5,0,1
"HNRY",2016-12-02,0.4,0.4,0,1
"HNRY",2016-12-10,0.6,0.6,0,1
"HNRY",2016-12-18,0.5,0.5,0,1
"HNRY",2016-12-26,0.5,0.5,0,1
"HNRY",2017-01-01,0.5,0.5,0,1
"HNRY",2017-01-09,0.6,0.6,0,1
"HNRY",2017-01-17,0.5,0.5,0,1
"HNRY",2017-01-25,0.3,0.3,0,1
"HNRY",2017-02-02,0.5,0.5,0,1
"HNRY",2017-02-10,0.1,0.1,0,1
"HNRY",2017-02-18,0.5,0.5,0,1
"HNRY",2017-02-26,0.7,0.7,0,1
"HNRY",2017-03-06,0.5,0.5,0,1
"HNRY",2017-03-14,0.1,0.1,0,1
"HNRY",2017-03-22,0.1,0.1,0,1
"HNRY",2017-03-30,0.6,0.6,0,1
"HNRY",2017-04-07,0.7,0.7,0,1
"HNRY",2017-04-15,0.4,0.4,0,1
"HNRY",2017-04-23,0.9,0.9,0,1
"HNRY",2017-05-01,2.4,2.4,0,1
"HNRY",2017-05-09,1,1,0,1
"HNRY",2017-05-17,4.5,4.5,0,1
"HNRY",2017-05-25,5.4,5.4,0,1
"HNRY",2017-06-02,5.9,5.9,0,1
"HNRY",2017-06-10,4.4,4.4,0,1
"HNRY",2017-06-18,4.7,4.7,0,1
"HNRY",2017-06-26,5.8,5.8,0,1
"HNRY",2017-07-04,6.1,6.1,0,1
"HNRY",2017-07-12,4.6,4.6,0,1
"HNRY",2017-07-20,5.8,5.8,0,1
"HNRY",2017-07-28,5.6,5.6,0,1
"HNRY",2017-08-05,4.6,4.6,0,1
"HNRY",2017-08-13,5.6,5.6,0,1
"HNRY",2017-08-21,6,6,0,1
"HNRY",2017-08-29,5.2,5.2,0,1
"HNRY",2017-09-06,5.2,5.2,0,1
"HNRY",2017-09-14,4.8,4.8,0,1
"HNRY",2017-09-22,4.6,4.6,0,1
"HNRY",2017-09-30,4.4,4.4,0,1
"HNRY",2017-10-08,1.4,1.4,0,1
"HNRY",2017-10-16,2.1,2.1,0,1
"HNRY",2017-10-24,0.9,0.9,0,1
"HNRY",2017-11-01,0.8,0.8,0,1
"HNRY",2017-11-09,0.7,0.7,0,1
"HNRY",2017-11-17,0.7,0.7,0,1
"HNRY",2017-11-25,0.6,0.6,0,1
"HNRY",2017-12-03,0.5,0.5,0,1
"HNRY",2017-12-11,0.2,0.2,0,1
"HNRY",2017-12-19,0.5,0.5,0,1
"HNRY",2017-12-27,1.7,1.7,0,1
"HNRY",2018-01-01,0.2,0.2,0,1
"HNRY",2018-01-09,0.5,0.5,0,1
"HNRY",2018-01-17,0.3,0.3,0,1
"HNRY",2018-01-25,0.6,0.6,0,1
"HNRY",2018-02-02,0.6,0.6,0,1
"HNRY",2018-02-10,0.6,0.6,0,1
"HNRY",2018-02-18,0.1,0.1,0,1
"HNRY",2018-02-26,0.5,0.5,0,1
"HNRY",2018-03-06,0.3,0.3,0,1
"HNRY",2018-03-14,0.1,0.1,0,1
"HNRY",2018-03-22,0.4,0.4,0,1
"HNRY",2018-03-30,0.4,0.4,0,1
"HNRY",2018-04-07,0.6,0.6,0,1
"HNRY",2018-04-15,0.9,0.9,0,1
"HNRY",2018-04-23,0.9,0.9,0,1
"HNRY",2018-05-01,1,1,0,1
"HNRY",2018-05-09,1.8,1.8,0,1
"HNRY",2018-05-17,5.1,5.1,0,1
"HNRY",2018-05-25,4.7,4.7,0,1
"HNRY",2018-06-02,5,5,0,1
"HNRY",2018-06-10,6,6,0,1
"HNRY",2018-06-18,5,5,0,1
"HNRY",2018-06-26,5.7,5.7,0,1
"HNRY",2018-07-04,5.7,5.7,0,1
"HNRY",2018-07-12,5.7,5.7,0,1
"HNRY",2018-07-20,5.7,5.7,0,1
"HNRY",2018-07-28,2.9,2.9,0,1
"HNRY",2018-08-05,4.7,4.7,0,1
"HNRY",2018-08-13,4.7,4.7,0,1
"HNRY",2018-08-21,5.8,5.8,0,1
"HNRY",2018-08-29,6.8,6.8,0,1
